Nodo_ID,Lat_Nodo,Lng_Nodo,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
34.08_-118.23,34.08,-118.23,8,11,11,10,10,8,12,20,15,19,20,17,20,9,7,17,8,11,10,18,17,10,11,9,18,24,26,8,10,17,13,14,13,10,20,18,10,17,9,3,15,9,18,37,30,37,32,18,39,28,20,15,4,3,6,21,28,24,18,29,7,11,18,12,14,17,17,23,14,22,18,17,14,32,20,18,25,20,9,14,8,16,17,16,25
34.08_-118.26,34.08,-118.26,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,2,1,0,2,2,2,2,3,4,0,0,0,0,2,1,0,0,1,0,0,0
34.08_-118.27,34.08,-118.27,1,3,1,3,4,6,4,3,0,6,0,2,0,4,0,2,1,2,2,3,2,1,2,2,1,0,4,3,4,1,3,0,3,0,2,3,1,3,3,1,2,4,3,5,1,5,6,0,1,4,1,1,1,1,2,6,4,6,2,6,3,2,0,2,5,2,1,1,2,1,31,1,11,1,4,0,2,3,2,3,3,0,2,1,2
34.08_-118.28,34.08,-118.28,2,5,7,4,10,7,9,14,11,6,4,5,7,9,7,4,7,2,8,2,6,6,6,4,10,5,9,6,15,5,11,5,3,5,8,5,0,3,6,4,8,4,12,17,6,10,12,9,8,9,14,5,1,2,5,11,15,6,11,11,7,9,7,5,10,4,5,4,5,10,4,8,5,27,13,2,4,7,6,5,8,8,21,18,5
34.08_-118.29,34.08,-118.29,4,8,10,22,16,14,11,10,21,7,5,11,14,8,9,7,7,8,9,8,12,10,5,9,14,5,5,8,15,8,3,9,8,4,14,4,6,11,6,8,7,9,16,15,15,15,18,17,15,8,11,27,8,4,9,14,28,23,28,14,12,10,13,18,12,6,14,18,10,13,4,16,12,16,16,9,8,10,6,8,13,11,10,9,7
34.08_-118.3,34.08,-118.3,3,10,3,4,9,13,6,10,12,4,6,7,1,7,4,6,5,2,3,4,10,2,9,1,7,10,7,6,5,9,7,10,4,4,2,3,2,5,4,4,3,4,10,9,8,10,13,19,10,2,7,10,2,4,5,7,13,13,15,24,7,20,8,35,32,7,20,19,16,6,9,39,8,33,16,14,14,19,9,5,12,9,16,12,7
34.08_-118.31,34.08,-118.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,2,7,17,6,1,5,6,0,1,60,0,17,3,7,0,0,0,0,0,1,0,2,1
34.08_-118.33,34.08,-118.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0
34.08_-118.36,34.08,-118.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0
34.08_-118.47,34.08,-118.47,1,3,8,10,4,3,4,7,7,3,4,3,16,4,3,8,2,7,4,1,6,12,13,6,3,5,5,7,6,2,2,7,2,4,6,1,4,6,5,8,3,2,10,7,7,8,2,8,7,4,1,7,0,2,3,6,17,15,8,8,8,8,3,9,3,10,10,9,12,7,11,31,22,22,17,11,10,16,6,12,17,13,8,15,7
34.09_-118.21,34.09,-118.21,1,3,3,3,8,4,5,4,5,5,15,15,8,3,5,4,4,7,6,4,5,5,10,5,11,7,5,12,7,0,7,7,10,7,9,4,5,3,6,7,5,11,16,17,8,21,20,9,16,17,7,16,4,6,4,10,10,3,16,10,7,8,2,12,14,5,7,15,7,10,2,7,11,7,4,6,8,5,11,0,11,10,17,11,8
34.09_-118.22,34.09,-118.22,3,1,0,1,2,4,2,0,4,3,1,3,1,3,1,3,0,3,2,2,0,2,1,3,0,2,3,1,1,1,1,3,2,2,4,4,2,1,2,0,2,1,2,1,7,9,2,4,12,11,1,3,0,0,1,0,7,3,5,0,0,2,1,0,1,0,0,6,1,9,1,3,10,4,4,3,2,1,3,0,3,3,6,3,3
34.09_-118.23,34.09,-118.23,2,6,2,7,6,3,2,7,2,4,6,5,6,11,2,8,1,4,3,4,3,2,5,2,5,2,7,1,5,4,5,2,4,0,3,2,2,3,3,2,1,3,12,10,6,8,7,6,15,10,1,9,2,2,3,5,9,11,8,4,3,1,1,1,5,1,3,11,1,4,5,12,2,4,2,7,4,4,4,3,1,6,7,6,7
34.09_-118.24,34.09,-118.24,4,4,2,4,5,4,4,6,4,4,3,2,8,4,3,4,3,3,2,3,2,1,3,4,1,4,3,3,7,5,1,1,2,5,4,4,1,6,0,3,4,5,10,11,6,13,12,7,11,8,13,10,1,1,4,2,5,15,8,16,1,2,6,13,3,7,9,8,5,11,3,8,9,8,7,7,7,8,3,4,10,13,6,7,9
34.09_-118.26,34.09,-118.26,0,1,2,0,2,0,1,3,2,0,0,0,4,2,0,6,1,0,1,1,1,0,3,1,1,5,0,0,1,1,0,3,2,1,5,2,2,0,1,4,2,2,1,1,1,5,3,4,9,2,3,0,0,0,0,1,2,3,2,2,7,3,1,2,3,4,1,1,0,2,3,10,3,4,3,6,2,4,0,3,5,1,2,2,5
34.09_-118.3,34.09,-118.3,0,0,0,4,1,0,1,3,1,3,2,1,0,2,0,0,2,1,1,3,3,1,2,1,0,3,2,0,1,1,1,2,2,1,1,3,2,2,0,0,1,5,4,4,2,1,4,2,0,0,4,1,0,0,3,4,6,5,9,3,5,2,8,12,10,1,10,7,7,2,5,12,5,8,7,5,6,10,3,3,9,10,4,3,2
34.09_-118.31,34.09,-118.31,2,13,3,8,6,10,6,13,11,5,3,3,8,7,7,10,8,7,8,3,6,14,9,8,7,13,12,10,6,7,5,4,6,8,5,14,7,5,4,0,3,8,16,19,5,17,12,23,14,7,14,14,4,3,7,5,15,14,13,16,3,5,13,21,13,9,18,18,26,26,11,35,30,17,38,13,28,27,17,5,23,12,25,12,7
34.09_-118.32,34.09,-118.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,5,2,1,2,1,1,2,1,0,2,0,2,2,0,0,1,0,0,0,0,0,0
34.09_-118.33,34.09,-118.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.09_-118.47,34.09,-118.47,0,0,3,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
34.09_-118.48,34.09,-118.48,1,10,14,8,8,6,7,7,13,9,3,8,8,8,8,12,3,8,8,6,9,6,10,9,5,9,5,4,12,8,6,7,6,5,6,4,6,9,11,5,10,7,37,28,15,27,22,40,12,9,7,6,5,4,8,3,14,15,8,14,3,7,4,7,0,15,7,4,8,10,13,6,1,11,9,13,8,7,9,6,6,7,11,9,12
34.0_-118.14,34.0,-118.14,0,1,6,4,4,1,3,3,2,2,2,3,2,6,0,6,3,3,2,4,3,4,4,1,4,3,8,3,2,4,2,5,4,0,0,1,5,3,0,0,2,3,2,9,6,8,7,11,0,1,5,9,3,1,2,5,1,3,3,6,2,2,2,2,1,3,1,1,3,1,3,2,2,0,4,12,2,0,1,1,0,1,0,0,1
34.0_-118.15,34.0,-118.15,2,12,16,13,8,8,4,8,9,6,7,6,8,7,3,7,8,7,6,7,5,9,2,3,2,9,9,4,6,5,11,11,4,1,4,5,4,5,7,2,6,10,20,14,11,11,20,11,6,4,6,3,1,3,6,6,14,12,6,12,5,13,12,14,7,7,9,7,12,21,8,14,12,12,10,19,7,8,7,10,6,19,6,8,5
34.0_-118.17,34.0,-118.17,0,5,3,9,8,9,7,8,8,9,2,10,6,3,1,8,5,4,4,8,6,4,5,5,3,6,6,12,8,11,6,6,4,1,3,3,1,1,2,2,4,6,13,8,9,13,1,10,14,8,8,11,0,1,3,4,17,7,6,9,4,6,5,4,7,5,3,10,4,9,10,11,3,3,7,9,2,8,10,4,8,5,8,8,1
34.0_-118.18,34.0,-118.18,3,9,11,8,11,17,7,5,9,8,6,5,7,6,7,1,4,7,9,7,3,2,10,5,6,17,5,6,12,9,7,5,5,5,4,4,6,4,5,5,3,7,11,6,2,11,13,16,15,7,2,11,1,5,2,0,10,8,7,9,3,5,5,6,6,1,8,8,5,0,1,10,4,9,11,10,2,12,4,4,11,4,9,4,3
34.0_-118.27,34.0,-118.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
34.0_-118.28,34.0,-118.28,4,6,4,14,9,9,15,11,13,15,9,6,18,13,9,16,7,4,8,12,7,9,4,7,8,8,14,14,17,7,8,9,9,2,14,11,13,14,6,9,11,11,20,24,15,31,46,26,18,8,24,35,3,12,8,32,46,30,35,24,8,10,12,14,21,27,23,17,24,24,22,20,10,23,35,13,20,15,12,8,13,18,17,26,10
34.0_-118.29,34.0,-118.29,0,0,1,1,0,2,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,7,0,1,3,6,10,2,13,16,23,17,35,0,19,3,11,39,2,0,0,0,0,4,3,0,0,0
34.0_-118.3,34.0,-118.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
34.0_-118.31,34.0,-118.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
34.0_-118.33,34.0,-118.33,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,2,0,2,0,0,0,0,0
34.0_-118.34,34.0,-118.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,2,1,0,0,2,0,0
34.0_-118.35,34.0,-118.35,0,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,3,4,1,1,0,0,1,1,0,0
34.0_-118.36,34.0,-118.36,0,1,4,1,4,3,3,3,1,5,1,4,2,2,2,2,1,3,2,1,1,1,0,0,1,0,4,1,4,3,0,3,1,1,0,3,1,2,2,0,2,1,2,9,3,5,5,0,2,0,1,6,0,0,0,0,2,9,6,6,1,2,0,0,2,0,3,5,10,11,1,1,6,3,8,8,3,4,0,4,0,5,8,1,3
34.0_-118.37,34.0,-118.37,0,1,5,4,7,0,1,7,3,5,3,11,0,5,2,11,4,2,2,3,2,5,4,6,3,7,4,5,2,2,6,7,3,0,5,12,8,0,0,5,2,1,6,6,3,8,3,3,8,2,3,0,1,0,0,1,1,3,4,6,4,0,2,1,4,4,4,8,0,12,2,14,17,4,6,0,9,5,3,2,3,2,4,0,4
34.0_-118.41,34.0,-118.41,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,5,4,9,7,5,0,8,0,0,0,2,1,6,0,0,1,2,0,0,0,1,1,0
34.0_-118.43,34.0,-118.43,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
34.11_-118.18,34.11,-118.18,0,5,5,6,5,1,3,8,9,8,25,12,10,1,3,3,3,4,2,3,2,2,9,2,15,4,6,0,4,4,2,4,5,4,28,8,4,0,2,0,0,1,5,2,7,20,11,2,51,16,3,10,4,0,5,3,0,3,16,6,6,9,3,5,0,3,9,5,3,12,3,2,1,7,5,2,4,0,1,1,9,10,15,2,6
34.11_-118.19,34.11,-118.19,0,5,1,0,7,2,3,7,5,7,18,15,2,3,1,0,1,3,0,5,3,1,5,0,11,2,2,2,0,4,4,2,2,4,12,11,5,2,9,2,3,2,8,2,6,16,6,4,24,20,11,9,1,1,1,3,4,6,8,1,0,1,4,3,1,2,4,7,2,3,3,8,4,6,3,3,1,6,4,0,2,5,6,0,4
34.11_-118.24,34.11,-118.24,0,2,0,1,5,2,3,4,5,0,6,3,4,5,0,3,1,3,1,7,7,0,4,4,1,5,1,3,2,4,2,6,6,0,2,2,3,4,2,3,4,2,8,12,6,13,10,9,3,2,4,4,2,1,1,4,13,5,2,10,4,6,5,8,3,6,7,3,6,5,3,7,2,2,2,3,5,4,3,0,11,3,0,0,1
34.11_-118.25,34.11,-118.25,0,7,7,10,5,5,7,13,7,3,5,4,4,16,6,5,3,11,7,6,5,10,5,5,6,2,7,4,12,11,3,5,7,9,7,1,3,6,3,3,4,4,16,16,3,24,9,10,10,2,5,8,1,2,2,9,3,8,9,11,7,7,5,8,5,7,7,3,5,2,5,14,5,6,1,7,3,7,4,1,8,7,4,8,4
34.11_-118.26,34.11,-118.26,2,6,8,6,8,9,4,4,6,7,4,9,7,9,5,6,4,11,3,6,7,1,5,7,5,8,5,4,16,8,13,9,5,7,6,5,3,6,7,4,10,4,8,12,7,9,7,6,12,2,1,15,1,3,3,4,8,15,15,7,3,10,4,5,3,10,11,5,7,5,4,5,19,16,11,10,3,6,11,9,4,6,9,11,7
34.11_-118.27,34.11,-118.27,2,6,3,8,9,4,2,7,7,9,6,4,11,7,3,5,6,6,6,2,8,2,8,4,12,5,3,2,6,5,5,2,3,0,3,6,3,6,4,4,5,4,11,24,2,15,9,8,4,6,3,11,3,7,4,4,4,5,12,8,5,5,1,5,3,8,6,7,8,5,6,9,5,8,9,10,6,9,4,4,3,9,9,6,5
34.11_-118.32,34.11,-118.32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
34.11_-118.33,34.11,-118.33,3,14,19,18,8,19,20,16,19,15,11,7,13,7,7,15,5,10,12,6,8,9,9,9,12,5,14,10,13,15,9,12,12,5,9,9,11,7,5,7,11,13,31,38,10,29,35,22,14,24,10,13,3,8,8,13,21,13,14,16,4,8,8,9,13,9,7,9,20,16,3,8,12,20,4,14,11,20,13,10,11,22,19,6,7
34.11_-118.34,34.11,-118.34,1,3,5,4,1,3,4,2,2,1,4,4,1,2,2,3,2,1,0,1,2,0,0,5,3,5,2,1,1,1,2,1,5,1,1,1,1,4,6,3,1,1,7,8,3,3,5,5,4,4,1,0,2,2,0,4,4,3,7,5,1,3,0,6,3,5,4,4,4,6,2,3,3,4,2,5,6,3,1,1,0,6,2,2,3
34.11_-118.48,34.11,-118.48,0,0,1,1,1,0,0,0,1,0,0,3,0,1,0,1,1,1,2,0,0,0,0,0,1,0,2,0,2,4,0,0,0,0,0,0,2,4,0,1,0,0,3,5,6,3,3,4,3,0,5,3,1,0,2,5,15,10,4,16,2,5,1,7,6,9,9,8,9,11,13,10,10,9,9,11,6,15,14,5,12,21,10,15,2
34.12_-118.17,34.12,-118.17,0,1,0,1,0,0,1,1,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,2,0,3,0,0,1,0,1,1,3,1,1,0,0,1,0,0,3,0,1,1,1,1,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,4,0,2
34.12_-118.23,34.12,-118.23,1,0,4,1,2,1,2,3,2,5,3,2,3,3,1,1,3,0,0,2,3,0,1,6,1,4,3,2,4,0,3,0,3,1,1,2,1,1,2,4,4,1,5,11,5,8,4,4,5,3,7,1,0,1,2,5,5,5,5,3,4,0,1,1,5,5,3,2,7,15,5,5,5,9,4,5,3,1,3,1,5,9,1,2,1
34.12_-118.24,34.12,-118.24,0,1,0,1,2,0,0,0,2,0,0,0,3,3,2,0,1,2,1,0,0,0,1,0,1,1,0,0,0,2,0,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,2,1,0,1,4,3,1,2,5,3,0,3,1,3,0,1,0,3,5,0,1,0,0,5,2
34.12_-118.27,34.12,-118.27,4,11,11,15,16,10,10,15,13,15,13,11,14,10,12,9,7,12,6,15,11,9,21,7,18,7,10,15,8,10,13,8,9,4,7,10,11,6,12,9,6,11,8,24,11,13,17,23,29,7,11,11,5,3,3,13,24,25,16,17,3,10,10,7,10,16,9,10,12,12,7,9,15,25,24,18,11,24,20,9,13,10,25,12,7
34.12_-118.34,34.12,-118.34,0,5,5,2,3,0,3,0,5,3,5,2,4,3,3,4,0,2,9,1,3,3,2,5,2,1,7,2,3,1,1,4,3,0,8,7,0,4,4,2,6,3,5,12,5,10,6,9,7,2,3,3,3,1,5,9,12,13,17,14,2,6,1,9,6,8,4,10,18,12,4,10,8,12,2,4,6,5,5,5,7,14,13,8,14
34.12_-118.48,34.12,-118.48,1,14,25,15,13,17,11,13,24,14,6,18,10,12,4,12,15,16,14,19,15,22,13,12,15,21,14,7,20,15,12,10,10,5,6,15,6,17,13,11,8,8,12,13,15,5,7,12,9,3,13,15,7,5,11,4,16,10,14,21,7,14,10,10,4,13,5,16,13,11,9,9,9,16,7,11,5,14,8,6,5,11,6,9,5
34.13_-118.23,34.13,-118.23,0,1,5,0,0,5,4,4,1,2,6,1,3,2,0,1,2,0,2,2,5,4,2,2,3,2,3,1,5,2,3,2,1,0,1,1,3,0,0,1,1,2,1,8,3,3,4,5,4,1,6,3,1,0,0,2,5,1,4,0,1,1,5,0,2,3,1,2,1,6,3,5,0,5,0,0,1,0,0,0,3,5,0,0,1
34.13_-118.27,34.13,-118.27,1,2,3,5,1,5,1,5,5,2,1,2,4,1,2,3,0,3,1,2,0,1,3,2,2,0,2,2,1,3,2,3,2,2,2,1,3,1,2,4,0,0,5,6,3,3,3,7,2,1,4,0,0,1,2,10,14,7,10,6,1,5,3,3,4,4,5,3,1,6,5,6,4,5,6,5,7,7,5,2,4,12,5,4,6
34.13_-118.28,34.13,-118.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,2,0,0,0,2,3,1,3,1,3,1,3,2,4,5,5,4,0,2,1,1,3,2
34.13_-118.34,34.13,-118.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,4,2,5,1,0,0,0,2,0,0,1,1,2,0,0,1,0,2,0,0,0,0,1,2,2,3,2,3
34.13_-118.35,34.13,-118.35,4,8,6,11,12,18,16,13,16,15,17,15,12,14,7,11,13,5,10,12,5,12,11,9,16,8,6,9,9,9,4,7,3,8,18,4,10,12,10,1,6,18,20,19,13,26,17,31,29,16,30,9,6,2,13,12,12,14,10,19,9,11,5,8,12,12,7,12,15,14,5,9,7,18,4,6,3,16,7,6,6,10,9,0,5
34.13_-118.36,34.13,-118.36,1,0,0,1,1,0,1,0,0,2,3,0,0,1,0,2,1,1,1,2,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0,0,2,3,3,2,7,3,2,1,2,1,0,0,1,1,2,2,1,3,3,0,3,1,5,4,1,5,3,2,1,1
34.13_-118.48,34.13,-118.48,0,0,5,5,4,2,4,5,6,2,5,9,1,4,4,3,3,3,0,1,5,0,2,2,3,6,3,2,8,0,3,5,3,4,1,2,1,1,7,0,0,4,7,4,1,2,1,6,1,0,1,0,2,0,9,0,0,0,1,3,0,0,0,0,1,6,3,2,1,2,3,2,2,3,2,2,1,2,3,0,1,4,0,1,2
34.14_-118.18,34.14,-118.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,1,2,0,2,3,0,2,0,0,1,0,0,0,0,0,1
34.14_-118.19,34.14,-118.19,3,2,3,1,2,2,6,3,5,3,3,7,6,0,2,4,3,1,2,4,2,3,5,3,4,4,2,0,3,3,2,0,2,0,4,4,1,3,5,2,0,3,4,5,2,14,2,10,9,8,9,3,0,2,2,5,4,5,5,10,1,5,2,2,2,5,2,1,2,1,2,2,2,0,1,2,2,3,4,1,0,0,3,6,2
34.14_-118.21,34.14,-118.21,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
34.14_-118.22,34.14,-118.22,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,2,1,0,1,2,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,4,0,3,0,0,0,3,0,0,1
34.14_-118.23,34.14,-118.23,0,0,5,1,3,2,1,2,1,6,6,7,1,2,1,3,1,5,4,1,2,0,4,2,8,2,7,1,1,4,2,0,2,3,5,0,5,2,2,1,0,3,3,13,6,7,0,5,5,8,7,2,0,2,6,3,5,5,7,6,5,2,0,0,0,0,4,4,0,5,3,5,3,3,1,1,5,3,5,1,10,8,9,5,6
34.14_-118.27,34.14,-118.27,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,0,1,2,1,1,0,0,0,0,1,2,0,3,0,2,2,1,0,1,2,0,1,0,1,0,1,0,4,0,2,0,0,2,0,2,9,1,0,1,0
34.14_-118.28,34.14,-118.28,4,7,10,8,14,14,8,12,12,16,18,3,11,14,14,7,7,8,10,3,11,6,9,6,8,7,9,16,4,17,12,4,4,7,9,6,10,10,7,4,2,6,13,13,6,29,18,12,22,9,6,5,2,3,2,2,15,10,14,13,2,13,10,7,12,12,11,11,13,12,11,23,14,9,10,13,18,19,13,4,19,18,14,13,6
34.14_-118.36,34.14,-118.36,0,2,0,4,2,8,7,2,1,3,4,0,1,3,2,1,1,3,3,3,4,1,3,0,3,1,1,2,2,3,1,3,2,0,3,1,3,1,2,1,0,1,7,10,3,12,7,3,2,3,1,2,1,0,4,2,1,12,7,1,1,2,1,3,2,3,1,0,0,3,2,0,0,6,1,1,1,3,1,2,1,1,5,1,3
34.15_-118.19,34.15,-118.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,1,0,4,1,0
34.15_-118.21,34.15,-118.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,1,0,0,0,1,0,0,1,1,0,1,3,2,1,0,0,2,4,0,1,4,2,1,5
34.15_-118.22,34.15,-118.22,1,0,1,3,2,4,1,6,2,2,1,1,2,1,0,3,1,0,2,0,3,1,3,2,1,1,1,2,1,1,2,2,2,5,3,1,0,1,3,0,1,2,1,4,0,3,3,0,0,5,0,0,0,0,0,0,3,2,4,0,1,1,1,3,2,1,4,3,0,5,2,1,4,1,0,4,1,2,3,0,2,6,2,2,5
34.15_-118.23,34.15,-118.23,0,5,2,3,2,7,5,5,8,3,12,10,4,2,3,2,7,6,4,6,2,4,4,4,7,5,9,4,6,2,1,3,6,0,5,5,2,2,5,3,2,2,6,15,7,12,7,5,10,12,2,2,1,3,7,3,5,8,4,8,8,4,2,2,1,3,8,5,3,7,3,0,5,4,3,2,3,3,1,0,6,4,8,2,5
